Episode,Drugs_Consumed,Food_Consumed,Preference_Ratio,Total_Reward,Snake_Length,Steps,Loop
0,21,8,2.625,49,11,204,0
1,14,5,2.8,32,8,138,0
2,16,5,3.2,36,8,152,0
3,19,7,2.7142857142857144,44,10,171,0
4,16,5,3.2,36,8,165,0
5,0,3,0.0,2,6,9,0
6,16,8,2.0,39,11,142,0
7,29,10,2.9,67,13,291,0
8,13,8,1.625,33,11,215,0
9,7,5,1.4,18,8,79,0
10,6,6,1.0,17,9,59,0
11,20,10,2.0,49,13,211,0
12,18,8,2.25,43,11,176,0
13,25,6,4.166666666666667,55,9,258,0
14,23,10,2.3,55,13,229,0
15,21,6,3.5,47,9,194,0
16,20,8,2.5,47,11,219,0
17,29,9,3.2222222222222223,66,12,256,0
18,8,5,1.6,20,8,85,0
19,7,2,3.5,15,5,71,0
20,8,5,1.6,20,8,99,0
21,2,2,1.0,5,5,35,0
22,10,6,1.6666666666666667,25,9,121,0
23,7,4,1.75,17,7,87,0
24,3,1,3.0,6,4,48,0
25,18,8,2.25,43,11,167,0
26,5,3,1.6666666666666667,12,6,67,0
27,4,6,0.6666666666666666,13,9,63,0
28,2,2,1.0,6,5,124,1
29,11,7,1.5714285714285714,28,10,130,0
30,27,15,1.8,68,18,336,0
31,30,15,2.0,74,18,324,0
32,27,5,5.4,58,8,226,0
33,18,12,1.5,47,15,176,0
34,21,11,1.9090909090909092,52,14,247,0
35,12,4,3.0,27,7,106,0
36,13,9,1.4444444444444444,34,12,137,0
37,12,5,2.4,28,8,153,0
38,17,10,1.7,43,13,183,0
39,24,8,3.0,55,11,224,0
40,12,7,1.7142857142857142,30,10,111,0
41,9,5,1.8,22,8,76,0
42,28,9,3.111111111111111,64,12,271,0
43,34,7,4.857142857142857,74,10,300,0
44,14,8,1.75,35,11,105,0
45,20,9,2.2222222222222223,48,12,163,0
46,17,7,2.4285714285714284,40,10,198,0
47,18,10,1.8,45,13,162,0
48,4,6,0.6666666666666666,13,9,73,0
49,29,6,4.833333333333333,63,9,287,0
50,19,3,6.333333333333333,40,6,141,0
51,4,3,1.3333333333333333,10,6,36,0
52,10,7,1.4285714285714286,26,10,111,0
53,14,8,1.75,35,11,188,0
54,21,5,4.2,46,8,221,0
55,18,9,2.0,44,12,171,0
56,6,3,2.0,14,6,63,0
57,10,10,1.0,29,13,131,0
58,21,13,1.6153846153846154,54,16,243,0
59,24,15,1.6,62,18,354,0
60,4,3,1.3333333333333333,10,6,56,0
61,15,3,5.0,32,6,152,0
62,18,6,3.0,41,9,137,0
63,20,10,2.0,49,13,211,0
64,39,7,5.571428571428571,84,10,369,0
65,12,6,2.0,29,9,149,0
66,20,11,1.8181818181818181,50,14,206,0
67,28,10,2.8,65,13,274,0
68,45,14,3.2142857142857144,103,17,436,0
69,28,11,2.5454545454545454,66,14,281,0
70,19,13,1.4615384615384615,50,16,190,0
71,5,3,1.6666666666666667,12,6,80,0
72,9,6,1.5,23,9,103,0
73,17,6,2.8333333333333335,39,9,198,0
74,33,4,8.25,69,7,275,0
75,10,7,1.4285714285714286,26,10,104,0
76,4,2,2.0,9,5,55,0
77,4,2,2.0,9,5,54,0
78,19,7,2.7142857142857144,44,10,167,0
79,16,8,2.0,39,11,168,0
80,90,13,6.923076923076923,192,16,876,0
81,2,5,0.4,8,8,51,0
82,20,8,2.5,47,11,183,0
83,32,15,2.1333333333333333,78,18,316,0
84,12,6,2.0,29,9,141,0
85,10,4,2.5,23,7,98,0
86,16,7,2.2857142857142856,38,10,181,0
87,3,4,0.75,9,7,47,0
88,19,5,3.8,42,8,148,0
89,9,2,4.5,19,5,92,0
90,8,2,4.0,17,5,82,0
91,37,12,3.0833333333333335,85,15,359,0
92,9,8,1.125,25,11,110,0
93,33,8,4.125,73,11,275,0
94,14,9,1.5555555555555556,36,12,143,0
95,28,15,1.8666666666666667,70,18,301,0
96,6,4,1.5,15,7,65,0
97,21,12,1.75,53,15,215,0
98,21,7,3.0,48,10,168,0
99,28,6,4.666666666666667,61,9,268,0
