Episode,Drugs_Consumed,Food_Consumed,Preference_Ratio,Total_Reward,Snake_Length,Steps,Loop
0,29,9,3.2222222222222223,124,12,339,0
1,7,6,1.1666666666666667,33,9,106,0
2,10,9,1.1111111111111112,48,12,178,0
3,26,6,4.333333333333333,109,9,203,0
4,27,9,3.0,116,12,307,0
5,15,8,1.875,67,11,152,0
6,10,2,5.0,41,5,99,0
7,41,10,4.1,173,13,349,0
8,20,6,3.3333333333333335,85,9,232,0
9,28,6,4.666666666666667,117,9,324,0
10,16,4,4.0,67,7,112,0
11,21,6,3.5,89,9,155,0
12,24,3,8.0,98,6,233,0
13,20,3,6.666666666666667,82,6,205,0
14,28,12,2.3333333333333335,123,15,303,0
15,24,13,1.8461538461538463,108,16,296,0
16,11,3,3.6666666666666665,46,6,139,0
17,14,5,2.8,60,8,152,0
18,22,8,2.75,95,11,219,0
19,25,12,2.0833333333333335,111,15,257,0
20,24,9,2.6666666666666665,104,12,230,0
21,27,9,3.0,116,12,210,0
22,8,11,0.7272727272727273,42,14,160,0
23,13,5,2.6,56,8,127,0
24,54,10,5.4,225,13,556,0
25,6,4,1.5,27,7,99,0
26,15,4,3.75,63,7,157,0
27,27,9,3.0,116,12,276,0
28,13,6,2.1666666666666665,57,9,144,0
29,26,7,3.7142857142857144,110,10,247,0
30,12,4,3.0,51,7,83,0
31,3,0,inf,11,3,14,0
32,9,4,2.25,39,7,87,0
33,47,12,3.9166666666666665,199,15,500,0
34,7,3,2.3333333333333335,30,6,74,0
35,52,11,4.7272727272727275,218,14,463,0
36,18,11,1.6363636363636365,82,14,210,0
37,14,12,1.1666666666666667,67,15,190,0
38,18,4,4.5,75,7,164,0
39,30,7,4.285714285714286,126,10,232,0
40,25,6,4.166666666666667,105,9,233,0
41,9,5,1.8,40,8,110,0
42,1,21,0.047619047619047616,24,24,155,0
43,22,6,3.6666666666666665,93,9,246,0
44,5,5,1.0,24,8,91,0
45,16,7,2.2857142857142856,70,10,192,0
46,12,5,2.4,52,8,135,0
47,6,9,0.6666666666666666,32,12,116,0
48,4,6,0.6666666666666666,21,9,93,0
49,35,16,2.1875,155,19,397,0
50,18,22,0.8181818181818182,93,25,330,0
51,29,7,4.142857142857143,122,10,259,0
52,27,8,3.375,115,11,274,0
53,30,10,3.0,129,13,288,0
54,25,9,2.7777777777777777,108,12,208,0
55,19,9,2.111111111111111,84,12,174,0
56,18,6,3.0,77,9,168,0
57,32,6,5.333333333333333,133,9,248,0
58,8,5,1.6,36,8,83,0
59,14,5,2.8,60,8,204,0
60,8,6,1.3333333333333333,37,9,101,0
61,18,9,2.0,80,12,197,0
62,13,4,3.25,55,7,143,0
63,38,10,3.8,161,13,352,0
64,5,2,2.5,21,5,68,0
65,30,5,6.0,124,8,304,0
66,9,3,3.0,38,6,104,0
67,19,7,2.7142857142857144,82,10,212,0
68,54,7,7.714285714285714,222,10,444,0
69,14,8,1.75,63,11,142,0
70,23,8,2.875,99,11,250,0
71,9,6,1.5,41,9,105,0
72,40,7,5.714285714285714,166,10,334,0
73,44,5,8.8,180,8,349,0
74,14,5,2.8,60,8,162,0
75,37,11,3.3636363636363638,158,14,340,0
76,19,8,2.375,83,11,207,0
77,12,4,3.0,51,7,115,0
78,8,2,4.0,33,5,66,0
79,51,8,6.375,211,11,500,0
80,16,0,inf,63,3,155,0
81,20,8,2.5,87,11,226,0
82,10,3,3.3333333333333335,42,6,114,0
83,25,6,4.166666666666667,105,9,227,0
84,36,9,4.0,152,12,363,0
85,0,1,0.0,1,4,103,1
86,24,5,4.8,100,8,232,0
87,23,10,2.3,101,13,236,0
88,37,10,3.7,157,13,364,0
89,19,15,1.2666666666666666,90,18,277,0
90,19,3,6.333333333333333,78,6,147,0
91,40,4,10.0,163,7,399,0
92,5,2,2.5,21,5,56,0
93,24,7,3.4285714285714284,102,10,259,0
94,11,15,0.7333333333333333,58,18,206,0
95,25,7,3.5714285714285716,106,10,263,0
96,18,7,2.5714285714285716,78,10,223,0
97,7,7,1.0,34,10,108,0
98,15,8,1.875,67,11,146,0
99,20,6,3.3333333333333335,85,9,179,0
